DocChineseName,DocEnglishName,DocRegisteredSpecialty,Author, WaitingTime,ConsultationPurpose,Fee,VisitReason,ConsultationDate,Sentiment,Experience,Recommendation,OtherComment,OverallScore,Professionalism,TargetedTreatment,ReasonablePrice,WorthRecommending
謝偉聰醫生,Dr Wilson TSE,兒科 / 內科,Amy,需預約等候片刻,兒童疾病,~ $ 300,光顧多次,2013年----,經驗豐富、絕不拖症,醫生會清晰明確的講解其病情,不可多得，值得等待,"之前女兒無故發高燒, 半夜去私家醫院睇, 醫生說除了發燒什麼也沒有, 如擔心的話可以留院觀察,  我們次日帶女兒去看謝醫生, 他檢查完就說應該是玫瑰疹, 當時女兒身上沒有紅點, 但第二日, 真的開始出現紅點! 真的準確. 自始, 家中兒女都看他, 斷証都很準, 只是現在很多人看他, 很難book, 如book得到, 不用等太久, 收費也合理.",10.0,10,10,10,值得推介
謝偉聰醫生,Dr Wilson TSE,兒科 / 內科,Wing,不設預約等候1小時,傷風感冒,,光顧多次,2013年4月10日,詳盡親切、耐心施診,醫生會清晰明確的講解其病情,已視為本人的必然選擇,,8.3,10,9,6,值得推介
謝偉聰醫生,Dr Wilson TSE,兒科 / 內科,Bobo L,,,,,,,,,Too expensive  Report By Seedoctor iphone Apps,7.3,10,9,3,不予置評
謝偉聰醫生,Dr Wilson TSE,兒科 / 內科,Mary,,,,,,,,,,1.0,1,1,1,不予置評
孫耀江醫生,Dr SUN YIU KWONG,家庭醫學,florence,需預約準時,傷風感冒,~ $ 500,初次光顧,2014年8月--,診效不顯、收費不稱,只知取藥付費，未能盡釋疑慮,可能人夾人緣自己衡量,,2.0,2,2,2,不予置評
孫耀江醫生,Dr SUN YIU KWONG,家庭醫學,visitor,不設預約等候片刻,傷風感冒,~ $ 400,初次光顧,2013年8月--,診效不顯、收費不稱,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,"My child had serious influenza only treated with two medicine which did not work. (At first I saw him wrote 4 medicine but before I left the consult room, crossed out two) not value for money",1.0,1,1,1,不予置評
孫耀江醫生,Dr SUN YIU KWONG,家庭醫學,Susan,需預約準時,傷風感冒,~ $ 500,初次光顧,2013年5月--,診效不顯、收費不稱,需要自己主動提出較多的諮詢,本人絕對不會再作光顧,,1.0,1,1,1,值得推介
孫耀江醫生,Dr SUN YIU KWONG,家庭醫學,Margaret,需預約準時,傷風感冒,~ $ 300,初次光顧,2012年----,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,我的小朋友翌日發高燒入醫院兒科醫生也問我為什麼昨天的醫生無給藥！不給藥也收錢是很有醫德嗎？,1.0,1,1,1,不予置評
孫耀江醫生,Dr SUN YIU KWONG,家庭醫學,KK,需預約準時,傷風感冒,~ $ 100,初次光顧,2012年----,醫術精湛、鉅細無遺,求診病人實在太多，等候需時,已視為本人的必然選擇,"的確傷風感冒是會自己好的, 因為是病毒感染, 不是細菌感染. 所有病毒感染都是要依靠自己身體抵抗力去消滅, 並沒有藥去殺病毒. 傷風感冒看醫生只是要去確定沒有出現併發症, 吃藥只是紓緩症狀而已. 所以在外國, 如果單純傷風感冒而沒有出現併發症, 都只會是休息睡覺, 不會看醫生的. 提高身體抵抗力是醫治傷風感冒的唯一方法.",10.0,10,10,10,值得推介
孫耀江醫生,Dr SUN YIU KWONG,家庭醫學,Margaret,需預約準時,傷風感冒,~ $ 300,初次光顧,2012年----,有欠詳盡、耽誤病情,醫護之語調態度令人無所適從,本人絕對不會再作光顧,早前帶兩歲兒子看感冒他說會自己好無必要吃藥！這樣看醫生做什麼？？,1.0,1,1,1,不予置評
許凌醫生,Dr HUI Ling,普通科,no name,需預約準時,傷風感冒 urti,~ $ 300,初次光顧,2017年2月16日,詳盡親切、耐心施診,醫生會清晰明確的講解其病情,不可多得，值得等待,星期一及星期二: 下午三時至六時收費: 大概$300可用醫療卡及醫療卷醫生沒有在其他醫院掛診,10.0,10,10,10,值得推介
林駿強醫生,Dr LAM Chun Keung,普通科,Tan,需預約等候片刻,傷風感冒,~ $ 200,光顧多年,2018年3月1日,詳盡親切、耐心施診,醫生會主動探索其病因及治療,值得向有需要人仕推介,林醫生態度親切，已光顧多年，由舊店到新店。除了病徵問題亦主動詢問日常習慣，從基礎改變健康問題，包括心態。全家包括小朋友都睇了多年。小朋友亦不願轉醫生。,10.0,10,10,10,值得推介
林駿強醫生,Dr LAM Chun Keung,普通科,Mui Mui,需預約等候片刻,兒童疾病,,間中光顧,2017年10月7日,態度有失、醫德有損,診証時間極其急趕，快來快去,本人絕對不會再作光顧,"之前睇佢已經是態度時好時壞。今次由於小朋友班上有人確診會傳染的病，問多兩句已不耐煩。再想確認小朋友應否退燒後多觀察一天以防傳染他人，他便以惡劣態度回應: "" 退燒吾返學做乜？""完全感受到其醫德、也不覺他了解家長/病人的擔心。以後寧願到附近要等侯的醫生睇病也不會再去睇林駿強。",5.0,3,6,6,不予置評
林駿強醫生,Dr LAM Chun Keung,普通科,Ellis Au Yeung,需預約等候片刻,傷風感冒,~ $ 200,光顧多年,2012年4月10日,詳盡親切、耐心施診,醫生會清晰明確的講解其病情,值得向有需要人仕推介,林醫生可算是我們的家庭醫生，從他剛在羅便臣道開業，我們就已開始用他的服務，我們附近的鄰居都對他有很好的評價，早期還因他染了金髮而給他起了個「金毛強」的外號。以一般門診來說，林醫生是我遇過最好的醫生，很有耐性的診症，聽你說病徵和向你講解病情，收費也很合理，我們一家4口和女傭都是看他的。可惜自他搬到堅道後，看醫生就要走遠很多了。,10.0,10,10,10,值得推介
林駿強醫生,Dr LAM Chun Keung,普通科,Diana,,,,,,,,,林醫生是我看過的最好的醫生之一。他在政府醫院工作了十幾年，經驗豐富，對病人親切有禮，樂於傾聽，診金十分合理。我們非常開心有這樣的家庭醫生可以照顧我們全家。,10.0,10,10,10,值得推介
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,MR LAM,不設預約等候片刻,兒童疾病 炎,,傳媒資訊報導,2021年6月4日,態度有失、醫德有損,求診病人實在太多，等候需時,本人絕對不會再作光顧,為兒童接種過期四痘混合疫苗　西醫失德罪成判除牌1個月.....等鬼去!,1.0,1,1,1,不予置評
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,Zoe,需預約準時,骨骼關節,,隨機方便嘗試,2019年----,診效不顯、收費不稱,需要自己主動提出較多的諮詢,本人絕對不會再作光顧,"呢個醫生我係為咗方便喺附近先睇，因為一心要轉介去專科睇所以求其搵一個。上到去我先慢慢睇返佢嘅網上評價，發現原來仲有好幾個人話唔好睇佢，但係嗰諗住我係撞親唔使食藥 (如有需要係做手術)，只係想佢轉介我去照X光,, 所以照睇。佢有三大問題:1. 醫生一心為錢 - 因為上到去冇人，我好快入左去，我都未講清楚究竟邊度痛，有幾痛佢就話叫我開止痛藥同埋藥膏比我，我拿拿淋say no,再講清楚我係做某啲動作會痛，同嘅程度需要食企痛藥 ，加上我表面都’魚’,我唔需要藥膏，我想佢轉介我去照X光，清楚問題再對症下藥。一開始就feel 到醫生一心為錢。2 重複收費- 第二點就係佢轉介去睇X光，x 光費係佢收唔係另外一間診所收我就覺得好奇怪，原來佢照完光仲要返返去嗰度睇片，呢到又話要收錢。咁我話咁我想直轉介去睇轉科啦，因為我唔想同一個診症俾兩次錢。之後同佢理論完佢先改口話之前俾個個錢包左，但如果之後要轉介信，就要收轉介錢🙄。又係錢。3 又係錢-過左兩日我攞x光報告，我想問清楚醫生一句有關X光嘅問題，佢話要再睇就要收多$180，都只係問多一個問題佢之前冇講清楚，而唔係關個報告事。補問一句又係錢，係咩佢冇生意到一個點。。。。仲有其實要靠我主動問問題了解病情，其實佢係講得咁詳細。。。",3.0,5,3,1,不予置評
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,chan wai sze wiseya,不設預約等候片刻,--,,隨機方便嘗試,2019年6月6日,詳盡親切、耐心施診,醫護人員親切有禮的提供協助,值得向有需要人仕推介,嘴唇發炎!醫生細心示範如何使用口腔膠布!我有疑問護士用心解答!,10.0,10,10,10,值得推介
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,Cherry,需預約等候頗長,兒童疾病,,其他網絡途徑,2019年2月11日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,今日帶住兩個月大BB去睇陳偉業醫生，佢好廢千其唔好睇佢。之前打電話同個護士約打輪狀同埋H IP，確定左有貨我先book，黎到診所佢都俾咗錢入咗醫生房，醫生餵完輪狀先話其實HIP冇貨! ！首先呢兩支針應該起bb兩個月打最合適，因為HIP無貨，而家要等HIP有貨先打得，胡亂叫我下個月即BB三個月大先再打，但其實最好係BB第二個月打。然後問佢HIP打幾多制，佢又唔知！就因為佢冇貨又唔講聲先，仲要餵完輪狀先講，本身輪狀同HIP一齊食個仔就只會有一次接種反應，依家因為H IP冇貨，個仔要分開兩日打HIV，變相多咗一次接種反應！,1.0,1,1,1,不予置評
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,Kelly,需預約準時,傷風感冒,,初次光顧,2017年----,醫術精湛、鉅細無遺,求診病人實在太多，等候需時,已視為本人的必然選擇,仁心仁術好醫生,10.0,10,10,10,值得推介
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,Karrie,需預約等候片刻,傷風感冒,,再度光顧,2017年----,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,純粹想分享一下今日睇醫生既不愉快經歷，可以話係睇咁耐暫時係最差既經驗。其實我只係睇普通既感冒，醫生話我d痰如果係綠色就要食一隻特效消炎藥要再加錢，本身另外再有一d咳藥水，最後我話可唔可以揀唔要加，佢最後同我理論左一陣，都係一定要我加，話嗰d藥其實都只係收我成本價。最後我只係比基本診金連三日藥，佢竟然連咳藥水都收番。好無奈，傷風咳最後都只係得9粒收鼻水，9粒m&m外型既止咳丸加3粒冇解釋用黎做乜既止敏感丸。今次因爲係星期日下午比較少醫務所開，所以先會揀左呢間。下次唔會再去！,1.0,1,1,1,不予置評
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,Fung Ping,需預約準時,"腸胃不適 痾,嘔,頭暈",~ $ 300,初次光顧,2017年5月23日,經驗豐富、絕不拖症,醫生會清晰明確的講解其病情,不可多得，值得等待,"醫生細心了解日常生活習慣,飲食習慣,評估腸胃不適源頭, 極其細心,詳細講解藥物用法",10.0,10,10,10,值得推介
陳偉業醫生,"Dr CHAN Wai Ip , Jason",兒科,LEE KA MAN,需預約等候片刻,"傷風感冒 流鼻水,咳, 喉嚨痛",~ $ 300,再度光顧,2017年5月20日,詳盡親切、耐心施診,醫護人員親切有禮的提供協助,值得向有需要人仕推介,"醫護人員有禮貌,親切醫生細心及耐性了解病情,長細解釋,開出適合藥物控制病情, 不拖症",10.0,10,10,10,值得推介
鄭鍾平醫生,Dr CHENG Chung Ping,普通科,陳先生,不設預約等候1小時,傷風感冒,~ $ 800,朋友介紹推薦,2023年7月6日,診效不顯、收費不稱,醫護之語調態度令人無所適從,本人絕對不會再作光顧,醫生首先詢問為何家住九龍卻親臨 港島康怡求診在沒有檢查已經可診斷上呼吸道感染；其後聽前後心肺；醫生只是「好似畫符」九秒九已經聽完。如果上述情況為專業診斷，那什麼為專業？？,1.0,1,1,1,不予置評
鄭鍾平醫生,Dr CHENG Chung Ping,普通科,Cheung,不設預約等候30分鐘,傷風感冒 流鼻水,~ $ 300,初次光顧,2019年1月10日,態度有失、醫德有損,診証時間極其急趕，快來快去,本人絕對不會再作光顧,鄭醫生伸手入本人內衣內聽診，不停叫本人拉高d條裙，沒有女護士在場。另外，開藥診症隨便，開藥與本人症狀有落差。吃後更感到作嘔肚瀉。開的病假紙無簽名，收據上無日期。沒有醫德的醫生,1.0,1,1,1,不予置評
朱廣仁醫生,Dr CHOO KWONG YIN,普通科,Pong Pong,需預約準時,傷風感冒,,初次光顧,2016年5月6日,詳盡親切、耐心施診,醫生會清晰明確的講解其病情,已視為本人的必然選擇,"This is my first time to visit Dr. Chu. He is very kind, patient and amiable, even i am a patient with medical insurance.",9.3,10,9,9,值得推介
朱廣仁醫生,Dr CHOO KWONG YIN,普通科,Connie hon,不設預約等候1小時,皮膚疾病,,初次光顧,2014年12月23日,詳盡親切、耐心施診,醫生會從病人出發去提供意見,值得向有需要人仕推介,"值得堆介~~~希望會幫助到有需要的人士!因為這個醫生非常不錯(給十萬個好)我既感受:朱醫生是一位友善,好人,態度好今天下班後就立刻去看這位朱醫生本人因為皮膚出現了敏感問題所以才看普通科原因專科比較昂貴然後開始對我的病因對症下藥哈哈~雖然醫生不是皮膚專科醫生但醫生會以病例而作出醫治還把我手上的指甲皮膚作出根治而且這位醫生對病人的話很多這是代表着他很用心地拯救着每一個病人!這就是種醫德希望這些資料都能幫助到有需要的人士:)",9.3,9,9,10,值得推介
劉戩揚醫生,Dr LAU Chin Yeung,普通科,Wang,不設預約等候30分鐘,傷風感冒 感冒,~ $ 500,隨機方便嘗試,2023年7月10日,態度有失、醫德有損,診証時間極其急趕，快來快去,在無其他選擇下可一試,以前睇過幾次，主要近公司貪方便但每次都係是但講兩句開抗生素打發你走，但病起上嚟近近地照睇今次入診所，姑娘一黎就好似醫生咁問病徵、sell你做快測話唔做都可以照睇，但明明冇其他病人都要擺你係度等，衰過去髮型屋醫生慣例是但隊探熱入你耳，企開成米講兩句趕你走，真係唔明咁驚死點解做醫生？,4.6,5,6,3,不予置評
鄭慈偉醫生,Dr CHENG Chi Wei,普通科,,不設預約等候2小時,傷風感冒,,光顧多年,2018年----,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,姑娘粗糙無禮 呼呼喝喝 當啲病人狗咁 垃圾鄭醫生你食風啦 有啲咁嘅姑娘倒你米,1.0,1,1,1,不予置評
鄭慈偉醫生,Dr CHENG Chi Wei,普通科,張圓圖,,,,,,,,,,1.0,1,1,1,不予置評
胡世明醫生,Dr WU Sai Ming,普通科,So,需預約準時,傷風感冒,,本網評譽參考,2019年----,態度有失、醫德有損,診証時間極其急趕，快來快去,本人絕對不會再作光顧,本身喉嚨痛同發燒去左睇胡醫生。排隊掛號尚算快，到診症期間，醫生表現得很趕急，只草率聽了一下後背及問了些有關病症的問題便完成診症，整個過程不多於3分鐘。 後來便診斷我是一般傷風感冒，開了一些消炎及感冒藥。 退燒藥都是在取藥時向姑娘提出才後加。 吃過藥後，發現喉嚨痛的情況沒有改善，反而更嚴重左，燒亦沒有退下來。 直到隔天看了另一位醫生，才發現是扁桃腺發炎，需要食抗生素。不是一般的消炎止痛藥可醫治的。,10.0,10,10,10,不予置評
胡世明醫生,Dr WU Sai Ming,普通科,Yeung,不設預約等候30分鐘,傷風感冒,,初次光顧,2015年7月23日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,陪屋企人去睇，一入到診所已聞到一陣屎味，但因為身體實在虛弱所以只好繼續等。已經同姑娘講係感冒，但佢竟然要病人主動要求探熱先肯慢動作去搵探熱器。當時診所冇人，但我地等左成半個鐘，再三追問下，姑娘先話我地知醫生原來根本唔喺診所！！後來病人太辛苦，唯有改去睇另一個醫生… 胡世明嘅診所俾我嘅感覺係唔專業、冇醫德、冇常識、唔衛生。我同屋企人仲有朋友，都一定唔會去睇佢。,3.6,1,5,5,不予置評
胡世明醫生,Dr WU Sai Ming,普通科,To,不設預約等候片刻,傷風感冒,,間中光顧,2015年5月16日,普普通通、中規中距,診証時間極其急趕，快來快去,在無其他選擇下可一試,今天因感冒去睇醫生，由於我覺得自己有燒，故要求䕶士替我探熱，但護士竟然叫我睇完醫生再探熱。我第一次遇到此情形。如果佢唔同我探熱，醫生點知要配退燒藥給我等等 ？䕶士不知所謂。態度極差。極不專業。,8.0,7,10,7,不予置評
胡世明醫生,Dr WU Sai Ming,普通科,elaine,需預約準時,傷風感冒,,初次光顧,2014年----,醫術精湛、鉅細無遺,求診病人實在太多，等候需時,已視為本人的必然選擇,樓主講的冇錯，我都睇過此醫生，態度差，基本探熱，用木條檢查喉嚨，聽心肺都冇做過一味開藥走人。,10.0,10,10,10,不予置評
胡世明醫生,Dr WU Sai Ming,普通科,Sam,需預約等候片刻,傷風感冒,~ $ 400,初次光顧,2012年7月17日,態度有失、醫德有損,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,"I really agree with Nicole,本人因看到See Doctor Web 所以看這醫生。䕶士態度極差，在電話已經問你是否用醫療卷，地址遷移也不願告知。我今天是喉嚨發炎，整個人骨已經很痛，終於找到了診所，醫生態度更差，沒有問你對medicine 敏感，也不問你有冇發消，只懂得sell 你加錢食抗生素藥！一分鐘多D 便吀你攞藥。我是付350 現金的！▲TOP",1.3,1,2,1,不予置評
胡世明醫生,Dr WU Sai Ming,普通科,Nicole,,,,,,,,,Not professionalNot a good listenerHe answered his own questions for me. He said it doesn't really matter when I corrected the answer to him. So what is the point to ask that questions?,3.6,1,5,5,不予置評
區華昌醫生,Dr AU Wah Cheong,家庭醫學,chan,,,,,,,,,"持公司咭求診，好像不想診療甘, 態度惡劣，只叫參加驗身計劃，第一次睇醫生想鬧醫生，持公司咭求診好像求乞Report by Android App",1.0,1,1,1,不予置評
麥穎和醫生,Dr Wilfred MAK,普通科,李太,需預約準時,骨骼關節,,恆常光顧經驗,2024年9月19日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,"屋企個老人家去到 俾佢罵到流馬尿, 俾左個錄音我聽, 個醫生成粒原子彈甘, 我打去問個姑娘, 個姑娘重好似我欠佢, 話唔會理, 件事唔重要. 我阿媽70歲去你到體醫生俾你鬧到流馬尿, 換成姑娘你本人, 你會唔會都覺得唔重要?",3.0,1,1,7,不予置評
麥穎和醫生,Dr Wilfred MAK,普通科,失望的病人,不設預約等候片刻,--,,其他網絡途徑,2020年12月--,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,我好少係呢區睇醫生，所以上網搵，睇左另一個網對呢位醫生有正面評論（不過都係比較多年前），所以就去呢度睇，但係結果好失望。醫生從唔會正眼望你，講野好唔耐煩好忟，同佢講幾樣症狀，佢會忽略部份，我最後再問佢忽略左的部份，佢唔肯去睇，話我點睇呀，你搵其他醫生。佢診所打開窗，馬路好嘈，呢位醫生講野好細聲，我聽唔清楚，佢就會用好惡語氣講。食晒佢D藥，我個病都係無解決，如果醫好我本來都唔想上來講呢件事。護士一樣都係態度差，無表情唔會同你多講一個字。診所環境好殘舊，不過呢D已經唔係重點。我全程都係好客氣對醫生同護士，我唔明點解要受呢D氣。醫生唔細心唔肯去認真診症，最後都無醫好我，呢個更加係佢無醫德同耐心所造成。,3.6,1,3,7,不予置評
曾志香醫生,Dr CHEN Chi Heung,普通科,GWong,,,,,,,,,醫者最基本的「望、聞、問、切」，無一做過及做到，求其聽吓個心肺，求其開藥，成程3分鐘，最關注的竟然是：「你係咪用醫療咭架？」。痴線！PS：我看的是感冒,1.0,1,1,1,不予置評
關黃浩牧醫生,Dr KWAN Wong Ho Muk,普通科,訪客,不設預約等候30分鐘,傷風感冒,~ $ 300,隨機方便嘗試,2023年4月27日,有欠詳盡、耽誤病情,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,告知病徵，未加理會，一般探熱安排，聽診，亦未有提供，像視像看診。絕不再光顧。,2.0,1,1,4,不予置評
關黃浩牧醫生,Dr KWAN Wong Ho Muk,普通科,Bowie,需預約等候片刻,皮膚疾病,~ $ 200,隨機方便嘗試,2021年7月5日,有欠詳盡、耽誤病情,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,見我拎醫療卡 即刻講句 你張卡唔包甘多最叻果句 我無野幫到你問多樣野 要當新症 再收多一次錢 唔係睇開個醫生退左休 真係唔會試睇宜間野,1.6,3,1,1,不予置評
關黃浩牧醫生,Dr KWAN Wong Ho Muk,普通科,April,不設預約等候片刻,耳鼻喉疾病,~ $ 200,間中光顧,2017年11月--,經驗豐富、絕不拖症,雖則過程簡捷，診效尚算明顯,應已足夠為你控制病情,,8.6,8,8,10,值得推介
關黃浩牧醫生,Dr KWAN Wong Ho Muk,普通科,Tom,需預約等候片刻,傷風感冒,,初次光顧,2017年2月3日,態度有失、醫德有損,只知取藥付費，未能盡釋疑慮,本人絕對不會再作光顧,用醫療卡醫生無禮貌,3.6,3,2,6,不予置評
關黃浩牧醫生,Dr KWAN Wong Ho Muk,普通科,MS. LAU,需預約等候頗長,腸胃不適 肚痛胃漲,,初次光顧,2017年1月16日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,"我肚痛又胃漲, 醫生見我用公司醫療卡, 態度已經不太好, 問病情後就話""都唔知點解你會咁"".... 我知點解就唔駛黎啦. 本想多問醫生一句關於濕疹問題, 醫生毫無醫德, 聽都唔聽我想講乜, 就無禮貌地答""你張醫療卡點包你問咁多野呀? 你已經睇左肚又睇左胃, 仲想點?""  其實如有需要另外付款, 你開聲我會比. 又唔駛咁既. 出去等攞約, 就只比幾粒瀉藥及胃藥, 我張醫療卡係咪問多句都包唔到呀...... 咁既態度, 絕對不會再去.",1.0,1,1,1,不予置評
關黃浩牧醫生,Dr KWAN Wong Ho Muk,普通科,Jess,需預約等候片刻,--,~ $ 200,初次光顧,2015年3月--,詳盡親切、耐心施診,醫生會主動探索其病因及治療,優質醫療服務理應如此,年輕護士態度非常差，呼喝病人，在記錄病人個人資料時更猶如目不識丁，連幾個中文字都要作解釋，耐人尋味。,8.3,10,7,8,值得推介
陳杏霖醫生,Dr CHAN Hang Lam,普通科,y.k.,不設預約等候1小時,傷風感冒 支气管炎,,隨機方便嘗試,2023年4月16日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,半年多前4月某星期日睇‘西医’陳杏雨林，面談感冒病徵時体验不差的，回家吃了2天藥，持续没见好，再翻看手上藥物，有别於十多年來由幼童到现在，看过不下廿位医生，一般感冒時所攞嘅藥，逐上網查一下。發覺 vantin是抗生素，hydroxyzine是抗组织胺 ，表面资料認知上似有不配。觉得有疑问，去电诊所问一下，姑娘问医生后回覆没有抗生素，藥物是依据看病當日判断。如要親问医生，就当正常攞筹看病付費。我不是惧抗生素，只糸觉得医生一副 `我就是对＇的AI生成咀脸，要直问医生就得付钱相谈，可能她遇到太多似我生疑的寻常个案吧！免得阻她揾食！这个态度，教我上了现代2023病/医生态关系一课，希望这只是稀有个别的`西医＇,4.3,3,5,5,不予置評
陳杏霖醫生,Dr CHAN Hang Lam,普通科,Simon,需預約等候頗長,傷風感冒 傷風感冒,~ $ 400,隨機方便嘗試,2022年6月13日,普普通通、中規中距,求診病人實在太多，等候需時,本人絕對不會再作光顧,醫生算比較友善但效率實在欠奉預約後依然需要等待半小時以上,10.0,10,10,10,不予置評
陳杏霖醫生,Dr CHAN Hang Lam,普通科,Egg,需預約等候頗長,專科治療 眼瘡,~ $ 5000,隨機方便嘗試,2022年4月29日,診效不顯、收費不稱,醫護之語調態度令人無所適從,本人絕對不會再作光顧,從未試過遇到一個咁差嘅醫生因為佢喺我公司附近，所以放工嘅時候順路去咗佢診所，本身叫佢refer 我去專科割眼瘡，然後佢話唔洗，佢診所做都ok，收左我3千8蚊，再加6百蚊洗傷口，過程完完全全冇打麻醉，就咁拎工具去撩粒瘡，第二日去洗傷口，然後佢話粒瘡未清，又撩多次，痛到hihi，都唔緊要，問題係最後粒瘡都未清得走！！！！我真係未遇過咁冇醫德嘅醫生，冇能力咪轉介我去專科囉，而家佢為左要賺錢，收左專科咁多嘅價錢，但又提供提供唔到同樣嘅醫療服務，完全唔似醫生，似美容院sales ，仲叫我俾定多幾次洗傷口錢先，完全都唔知佢洗咗啲乜嘢。本人之前都有去專科割過眼瘡，根本上就係一次都可以完全割除，連複診都唔使，以後真係要帶眼識醫生，遇上呢個庸醫真係唔好彩…佢真係搶錢啊，激死我🥲🥲🥲😡😡😡,1.0,1,1,1,不予置評
陳杏霖醫生,Dr CHAN Hang Lam,普通科,是但科病人,不設預約等候片刻,骨骼關節 手指手腕腫脹,~ $ 400,隨機方便嘗試,2020年8月24日,態度有失、醫德有損,醫護之語調態度令人無所適從,本人絕對不會再作光顧,本人手指手腕腫脹數星期，經陳醫生驗血測試身體沒有發炎，排除關節炎。由於腫脹持續，再次看醫生可是否看什麼專科，陳醫生建議我去看‘是但’科，佢真係話是但，因為無發炎，亦吾覺係骨骼問題，又話手腕不能正常屈曲，咁就吾好屈咁多咪得囉！陳醫生完全沒興趣了解病程，自己想講多些佢話佢明架啦！即係吾使講咁多，最緊要收診金！,2.0,1,3,2,不予置評
陳杏霖醫生,Dr CHAN Hang Lam,普通科,受騙的人,不設預約等候1小時,腸胃不適 20多歲被恐嚇腸癌,~ $ 50000,隨機方便嘗試,2015年3月1日,診效不顯、收費不稱,求診病人實在太多，等候需時,本人絕對不會再作光顧,"本人20多歲時，第一次光顧陳杏林，我說大便不通，或有時肚瀉，她即緊張地問我有無保險，她說剛有客人20多歲發現結腸癌，叫我claim保險去照，仲一定要跟佢去浸會醫院。我當時信任陳醫生，首先她沒有講解照腸鏡的過程，只緊張地話擔心我can or,入了院才知過程如此辛苦，又要打針，食瀉藥肚很痛和插針在手過夜，受盡皮肉之苦，我完全就被騙了。她還說，既然claim保險，她偷雞claim多d,以後我再睇佢會便宜些。我有計劃生BB，照腸鏡完成後未知結果，我仍在醫院床上，我問她有否影響，須幾多天後才可，她黑晒面，唔想作答，好寸而藐視地作答。收錢後，問多一两句都嫌我煩。",2.6,2,5,1,不予置評
陳杏霖醫生,Dr CHAN Hang Lam,普通科,Hailey,需預約等候頗長,婦科疾病,~ $ 1000,其他網絡途徑,2019年7月5日,診效不顯、收費不稱,求診病人實在太多，等候需時,本人絕對不會再作光顧,收費海鮮價，致電姑娘詢問一個價，去到睇完醫生求其又開另一個價診斷後沒有提供治療方案或建議，只叫自覺有事再返嚟覆診事後得知保險要填claim form，詢問姑娘收幾多，沒有確實答案，要醫生睇左先知幾多錢，最後隨口說收五百不會再去，非常差,2.0,3,2,1,不予置評
陳杏霖醫生,Dr CHAN Hang Lam,普通科,擔憂的病人,不設預約等候1小時,婦科疾病,,本網評譽參考,2019年5月31日,診效不顯、收費不稱,求診病人實在太多，等候需時,本人絕對不會再作光顧,醫生話要驗係咪有咩病証最後報告到左就話驗唔到亦無解釋其實係咩病只係話下次再有事就及早求醫lab test 醫生解釋report係要分開比錢,5.0,6,7,2,不予置評
陳錦裕醫生,Dr CHAN Kam Yue,兒科 / 內科,王,需預約等候片刻,兒童疾病,~ $ 400,本網評譽參考,2021年11月4日,醫術精湛、鉅細無遺,求診病人實在太多，等候需時,已視為本人的必然選擇,醫生非常好，問診時細心了解小朋友病情，姑娘亦親切有禮！值得推薦！,10.0,10,10,10,值得推介
陳錦裕醫生,Dr CHAN Kam Yue,兒科 / 內科,PP,不設預約等候片刻,傷風感冒,,其他網絡途徑,2021年4月19日,醫術精湛、鉅細無遺,醫生會清晰明確的講解其病情,已視為本人的必然選擇,1.陳醫生好詳細問我的病況，斷症準，經驗豐富2.病人不多，等侯時間快3.姑娘友善 關心病人，絕不像其他樓層醫務所，姑娘態度惡劣4.診所雖沒有華麗裝修，但衛生企理，令人懷緬兒時醫務所。,10.0,10,10,10,值得推介
陳錦裕醫生,Dr CHAN Kam Yue,兒科 / 內科,Ming Hei,不設預約等候片刻,兒童疾病,~ $ 300,光顧多年,2012年4月20日,仁心仁術、醫德高尚,醫生會主動探索其病因及治療,已視為本人的必然選擇,此乃本人由BB睇到大的兒科，到女兒出生也是找他，多年來也是藥到病除，有經驗醫生有耐性醫生已經好少見~~,10.0,10,10,10,值得推介
